batch_id,cycles,temperature,sulfur_ppm,pH,ash,quality_score
BS923,9.0,756.653192,3.011804396,10.57053296,1.498315354,84.91934729
BS924,9.0,853.1951534,1.307010421,9.168943321,7.432551697,82.09149456
BS925,9.0,832.0795943,1.3881045,9.359548067,8.747366375,80.50498106
BS926,9.0,840.3594471,3.00336853,10.5735039,8.905005043,77.51812253
BS927,9.0,877.907931,1.481003134,9.33093849,1.927090749,87.26096763
BS928,9.0,897.720192,3.017674939,9.975657569,4.785503579,82.22116391
BS929,9.0,806.9756334,3.051076585,9.302158629,0.818411006,86.82835378
BS930,9.0,830.5507661,1.732472886,10.48812131,2.252367803,85.527038
BS931,9.0,856.6981533,3.092433156,10.70357394,9.045660802,77.1583321
BS932,9.0,794.7916654,1.315547329,10.06776004,3.85956053,84.7571321
BS933,9.0,867.1010975,1.990580907,9.578587415,1.421187051,87.00964463
BS934,9.0,856.6922576,1.611857468,9.114993748,7.630922657,81.64222613
BS935,9.0,886.9499938,1.468801588,9.515942696,4.87167873,84.14357699
BS936,9.0,750.9476245,1.382299886,10.25483031,7.465582444,80.89728736
BS937,9.0,838.2216869,1.922594198,10.43250774,7.904175644,79.74072242
BS938,9.0,770.5451682,2.158534183,10.37725001,9.768661667,77.69555414
BS939,9.0,867.1849575,2.60768936,10.73564622,2.019717709,84.63694671
BS940,9.0,777.1043519,1.832225344,9.770128539,6.07460737,82.32303875
BS941,9.0,871.728444,2.632612109,10.82196975,9.544977501,77.00044064
BS942,9.0,869.3485793,2.296765033,10.24076161,7.929318949,79.53315441
BS943,9.0,801.3849241,2.542372492,10.33862541,6.719884299,80.3991178
BS944,9.0,810.0948618,2.731832392,9.561621269,4.94422661,82.76231973
BS945,9.0,892.108196,2.575142483,9.981678202,2.618996826,84.82418249
BS946,9.0,775.1498285,1.171236987,9.54707029,3.619227325,85.6624654
BS947,9.0,759.3690841,1.343646245,9.564597103,9.243661191,79.84809546
BS948,9.0,841.7797844,2.220418872,9.711807082,8.718572227,79.34920182
BS949,9.0,754.283568,2.136279171,9.516001904,9.882663243,78.46505568
BS950,9.0,775.3959381,1.66484356,9.537746859,9.499020888,79.29838869
BS951,9.0,896.2496277,2.579216518,9.064403695,4.762899295,83.59348049
BS952,9.0,844.3068481,1.272232206,10.10794565,1.43852153,87.18130061
BS953,9.0,876.4503047,1.404480711,9.509922946,3.029652107,86.05594424
BS954,9.0,806.5637036,1.678457229,10.05492715,6.430211033,81.83640459
BS955,9.0,792.6182762,2.330220199,9.052249108,6.12200556,82.49552513
BS956,9.0,852.4070613,2.897459187,9.372609586,2.501261289,85.22866994
BS957,9.0,869.1302155,2.848124504,9.854634396,5.713322774,81.58391833
BS958,9.0,788.4456767,1.649738878,10.51360712,3.540480169,84.29617383
BS959,9.0,854.8968625,2.954608151,10.16123808,4.413073537,82.47108023
BS960,9.0,801.2501518,2.995214298,9.862355418,2.778969646,84.36346064
BS961,9.0,785.8158944,1.44298951,9.924996422,7.724803418,80.90721065
BS962,9.0,779.9198225,2.421534305,9.100786483,7.577013533,80.90066568
BS963,9.0,796.912548,2.667129614,10.16961144,2.694892923,84.46836602
BS964,9.0,874.8747615,1.449286915,9.828923028,1.615721482,87.10606858
BS965,9.0,810.7224581,1.132901634,10.53765694,8.673838049,79.65560338
BS966,9.0,861.3083765,1.181154059,10.5982379,3.023042957,85.19756508
BS967,9.0,768.142116,1.796060659,10.09634126,5.126961383,82.9806367
BS968,9.0,834.5553134,1.127960487,9.812400006,8.771220134,80.28841937
BS969,9.0,891.3644936,2.537438985,10.82738264,1.294570595,85.34060778
BS970,9.0,867.5704766,2.149823644,9.30895441,1.409520434,87.13170151
BS971,9.0,797.9460937,1.327484504,9.522260703,3.03884376,86.11141103
BS972,9.0,805.2734653,2.261558455,10.42723602,8.076025868,79.23517966
BS973,9.0,873.5871505,1.945567597,10.1982738,4.449571496,83.40658711
BS974,9.0,893.9476773,2.6466395,9.755092374,5.140464147,82.45780398
BS975,9.0,764.940723,1.592840696,10.61013917,2.56911681,85.22790332
BS976,9.0,853.0196984,2.204319118,9.276224945,7.72706749,80.79238845
BS977,9.0,890.8439981,2.766163245,9.011339379,5.555277055,82.66722032
BS978,9.0,788.5118502,1.204217821,9.254496987,6.9021407,82.63914449
BS979,9.0,754.568892,2.508002012,9.287196212,0.273367173,87.9314346
BS980,9.0,839.4018559,2.852975939,10.60541106,2.928640643,83.61297236
BS981,9.0,781.0082105,2.762443323,10.49170934,8.8600351,77.88581224
BS982,9.0,858.3464481,1.611853493,9.987459271,4.20044673,84.20024051
BS983,9.0,804.9509,2.759237009,9.826060117,2.960042412,84.45466046
BS984,9.0,753.2158707,2.833739379,9.825996125,7.518263962,79.82200053
BS985,9.0,797.1284123,1.538425581,9.047537274,9.614242767,79.79979438
BS986,9.0,782.1500409,2.07659415,9.22091879,8.763418562,79.9390685
BS987,9.0,859.7630513,1.934806724,9.111341048,4.356060722,84.59779151
BS988,9.0,768.5224634,1.117376063,9.702930143,7.14383435,82.03585944
BS989,9.0,886.1613954,2.511340062,10.31243076,7.102124992,80.07410419
BS990,9.0,842.4491355,2.104434085,9.421526744,9.420257151,79.05378202
BS991,9.0,853.9772502,1.97822709,10.33647155,1.777801293,85.90750007
BS992,9.0,804.4998128,2.359216167,9.456600832,4.738715618,83.44546738
BS993,9.0,888.3011532,1.710252315,10.14119963,1.114390162,87.03415789
BS994,9.0,880.5823661,2.526601049,10.76993104,3.577032474,83.12643544
BS995,9.0,854.6859587,1.244015561,9.740355868,7.799812799,81.21581577
BS996,9.0,791.3019744,1.92320537,10.29668734,6.664963207,81.11514408
BS997,9.0,779.1116477,2.844941221,9.4950788,4.715466002,82.94451398
BS998,9.0,859.6422873,2.929446383,10.73298669,5.035236513,81.30233041
BS999,9.0,870.7400018,2.156122808,10.68502366,3.251618792,83.90723474
BS1000,9.0,809.8186578,1.68248824,9.196272737,2.697472964,86.42376606
BS1001,9.0,809.0,3.0,9.0,6.0,82.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
,,,,,,100.0
